"nid","post","field_theme_tid","theme_name"
2392979,"Ethiopia Humanitarian Bulletin Issue 43 | 11 - 24 Dec 2017 **HIGHLIGHTS**

• OCHA Director of Operations, Mr. John Ging, visited Ethiopia to review the status of the Government-led international humanitarian response to drought and conflictaffected communities, including internally displaced people. 

• Humanitarian operators receive emergency logistics induction training to equip national emergency management authorities, staff from different agencies and humanitarian actors, with emergency logistics skills to ensure timely and efficient humanitarian response.

• Regional reports of the November-December national humanitarian needs assessment are currently being compiled. The humanitarian requirements for Ethiopia in 2018 will be determined once the compilation of all the regional reports is completed.

• Ethiopia continues to receive undocumented Ethiopian migrants repatriated from the Kingdom of Saudi Arabia 

**OCHA Director of Operations visited Ethiopia**

On 12-14 December 2017, Mr. John Ging, OCHA Director of Operations, visited Ethiopia to first-hand review the status of the Government-led international humanitarian response to drought and conflict-affected communities, including internally displaced people. The director met and discussed with the federal and regional Government of Ethiopia, donors, humanitarian agencies and communities affected by drought and conflict. Mr.Ging acknowledged the strong partnership the Government of Ethiopia has established over the years with the Humanitarian Country Team. He said that his visit is “a reflection of the importance of that partnership.”

The director visited Hamaressa IDP camp with over 4,000 people internally displaced by the Oromo-Somali inter-communal disputes. Following a briefing by the East Hararge zone administration about the scale of the crisis, Mr.Ging reassured authorities that he is committed to advocating for appropriate response to the crisis. The zonal authorities requested for urgent food and non-food assistance to IDPs East Hararge zone.  

Meanwhile subsequent intercommunal clashes were reported in West Hararge zone of Oromia region on the 12, 15 and 16 December resulting in more than 60 deaths. OCHA will continue to work with Government to verify access conditions and impact on humanitarian operations. Conflict has left close to 857,000 people displaced throughout the country.  

**Visit to Somali region**

During the meeting with the Somali Regional Government authorities, the region requested Mr.Ging’s advocacy support to scale up the ongoing response, particularly amidst the growing IDP needs and called for development investment in durable solutions for predictable pastoralist needs. The region also asked for the speedy implementation of cashbased assistance in all targeted woredas/districts. Mr. Ging and the Somali regional authorities discussed the need to improve accountability mechanisms, including quality needs assessment and information management.",4598,"Logistics and Telecommunications"
2392884,"Iraq - Conflict ETC User Feedback Survey report (Survey period 26/11/17 to 10/12/17) The humanitarian crisis in Iraq remains one of the largest and most volatile in the world. The pace of displacement over the past three years is nearly without precedent. In 2014, over 2.5 million civilians were displaced in Iraq; in 2015, more than an additional 1 million were forced to flee. During the past year, nearly 700,000 people in areas impacted by the conflict with the Islamic State of Iraq and the Levant (ISIL) have been newly displaced.

The surge in violence between armed groups and government forces has resulted to over 3 million internally displaced persons (IDPs) across Iraq and left more than 11 million in need of humanitarian assistance. Since August 2014, the ETC has been providing vital shared communications services to the entire humanitarian community to support their activities on the ground.

The Emergency Telecommunications Cluster (ETC) Iraq conducted a User Feedback Survey in December 2017 to assess the quality of the services delivered by the ETC in common operational areas across the Kurdistan Region of Iraq and in Ninewa governorate. The survey was also used to encourage humanitarians to provide feedback to identify areas of improvement in line with evolving needs on the ground. The results will help the ETC better understand the needs of humanitarians responding to this emergency and adapt its activities.",4598,"Logistics and Telecommunications"
2392724,"IOM Regional Response to the Syria Crisis (November 2017) Suad was happily living in her village in Homs, Syria with her husband and six children, working as a tailor. All that changed when the war happened and fighting started in her village. Suad and her family decided to leave all their belongings behind and flee; walking over 1,000km until they reached Idleb. They relied on aid provided by humanitarian organisations; this was barely enough to cover their family’s needs.  

Suad’s husband suffers from arthritis, nonetheless he had to find a job to cover rent and other needs. As his health worsened, they moved to a camp in northern Idleb to save on rent. Suad decided to borrow money from her neighbours and buy an old, second-hand sewing machine to bring in a little income.  

Learning about IOM’s Project from her husband, Suad applied and was soon accept- ed. “You can’t believe how happy I feel. I’ll be able to pay back the money I borrowed for the old sewing machine because it was quite a burden to us.” With the money she saved, she is able to support her family and buy medication for her sick husband. “I am getting closer to achieving my goal. I’ll work hard so I can take my kids from this tent to a decent apartment.  

My husband is buying fabric from the market for me to sew so he doesn’t have to work jobs that do not suit his health condition. We’ll work together toward our new goals and for our children’s future.”",4598,"Logistics and Telecommunications"
2392219,"Ukraine: Humanitarian Snapshot (as of 21 December 2017) **OVERVIEW**


The human toll of the ongoing armed conflict in eastern Ukraine continues to be critical, with 4.4 million people affected by the crisis, of whom 3.4 million require humanitarian assistance and protection in 2018. Despite many ceasefire attempts throughout 2017, civilian casualties continue to be reported, while critical civilian infrastructure regularly comes under fire. A total of 117 incidents affecting critical water and sanitation facilities were observed throughout 2017, while 56 educational facilities were damaged, destroyed or temporarily closed due to insecurity from January to November 2017. The Shelter/NFI cluster reported more than 700 houses were newly damaged from March to August 2017, while up to 130 health facilities still require rehabilitation. OHCHR recorded 552 conflict-related civilian casualties (98 killed and 454 injured) from January to November 2017, representing a three per cent increase compared to the same period in 2016. 
 
Critical humanitarian and protection needs deepen as winter sets in. During winter, the daily kilo calorie (kcal) requirement increases as the temperature drops. Meanwhile, the prices of food traditionally reach their highest levels in winter in both GCA and NGCA, whilst the cost of utilities (including for heating from November-April) peak. There is a clear trend of significantly higher unmet food needs during winter with as many as 23% of HHs in both GCA and NGCA reporting that they did not have food to meet their basic food requirements in the height of winter. With lack of income, limited access to heating energy sources, insufficient self-production and the consequent lack of food supplies, children and the elderly are at high risk of falling deeper into food insecurity Similarly, frequent shelling against water facilities and electricity lines increases risk of centralised town heating systems stopping, while the temperatures could decrease as low as -20 degrees Celsius in the coming weeks. Window of silence is urgently needed to repair the damaged section of the South Donbas Water Pipeline located right along the ‘contact line’ south of Avdiivka on which some 200,000 people are dependent and remain at substantial risk of having their heating cut off.  

Despite urgent needs during winter months, the 2017 Humanitarian Response Plan (HRP) remains severely underfunded at 33 per cent ($69 million of the $204 million requirements funded). Shelter/NFI and WASH clusters are the most underfunded at around 10 per cent. Additional support is urgently needed to enable the timely delivery of critical assistance for millions in need of humanitarian aid to survive harsh winter months.",4598,"Logistics and Telecommunications"
2392084,"Philippines: Tropical Storm Tembin (MDRPH026) Emergency Appeal This Emergency Appeal seeks 2,836,688 Swiss francs to enable the International Federation of Red Cross and Red Crescent Societies (IFRC) to support the Philippine Red Cross (PRC) to deliver assistance and support to 20,000 people affected by Tropical Storm Tembin. The operation will focus on the following sectors: health (including psychosocial support and nutrition); water, sanitation and hygiene (WASH); livelihoods (including cash); shelter (including non-food items); disaster risk reduction, protection, gender and inclusion (PGI); and National Society capacity enhancement.

The appeal is launched on a preliminary basis and will be revised once assessments are completed. A detailed emergency plan of action (EPoA) for this appeal will be finalized and attached during January 2018

**The disaster and the Red Cross Red Crescent response to date**

**16 December 2017**: Tropical Storm Kai-Tak makes landfall over San Policarpio. Eastern Samar. PRC mounts a response to deliver immediate assistance to affected people.

**16 to 20 December**: As PRC continues response to deliver immediate assistance to people affected by Tropical Storm Kai-Tak, a new Low-Pressure Area (LPA) forms, gains strength to a tropical depression (TD) and later becomes Tropical Storm Tembin.

**21 December**: The Philippine Red Cross PRC enhances its preparedness measures for approaching Tropical Storm Tembin, and dispatches non-food items for 1,000 families from its Cebu regional warehouse to Mindanao. IFRC allocates 31,764 Swiss francs from its Disaster Relief Emergency Fund (DREF) to support the National Society’s readiness measures.

**22-23 December**: Tropical Storm Tembin makes landfall in Cateel, Davao Oriental, then tracks over the provinces of Misamis Oriental, Misamis Occidental and Zamboanga del Norte. It cause heavy rains, which prompt floods and landslides that kill at least 170 people.

**25 December**: IFRC launches an Emergency Appeal for 2,836,6883 Swiss francs, including a DREF start-up loan of 313,000 Swiss francs, to support the PRC in meeting the humanitarian needs of 20,000 people.",4598,"Logistics and Telecommunications"
2391959,"NDRRMC Update Sitrep No. 10 re Preparedness Measures and Effects of Tropical Storm ""Urduja"" (Kai-Tak) as of 7:00 AM, 21 December 2017 *excerpt*

**II. EFFECTS**

**A. Pre-Emptive Evaluation (TAB A)**

1. A total of 4,327 families were pre-emptively evacuated in Samar, Northern Samar, and Eastern Samar (Region VII).

**B. Affected Population (TAB B)**

1. A total of 317,215 families / 1,244,583 persons are affected in 1,797 barangays in Regions MIMAPOPA, V, VI, VII, VIII, and CARAGA.

2. Of which, a total of 23,436 / 101,686 persons are currently being served inside and outside evacuation centers (ECs):  
Inside 225 ECs: 11,447 families / 52,142 persons  
Outside ECs: 11,989 families / 49,544 persons
Source: DSWD DROMIC Report 14, 2AM 20 December 2017",4598,"Logistics and Telecommunications"
2391884,"NDRRMC Update SitRep No.08 re Preparedness Measures and Effects of Typhoon ""Vinta"" as of 8:00 PM (25 December 2017) (excerpt)

**II EFFECTS**

**A. Affected Populations (TAB A)**

- 1. A total of 117,528 families/550,805 persons are affected in 1,019 barangays in regions MIMAROPA, VII, IX, X, XI, XII, ARMM and CARAGA due to TY ""VINTA""  
- 2. Of which, a total of 19,203 families/89,524 persons are currently being served inside 231 evacuation centers (ECs) and 12,512 families/62,834 persons outside the evacuation center.  

**B. Casualties**

1. A total of 164 persons were reported dead (65 in Region IX, 75 in Region X, and 24 in ARMM), and 176 persons missing (170 for validation and 6 confiremed).  
Ongoing validation and verification by NDRRMC MDM Cluster.  

(excerpt)",4598,"Logistics and Telecommunications"
2391709,"NDRRMC Update SitRep No.06 re Preparedness Measures and Effects of Typhoon ""Vinta"" as of 8:00 PM (24 December 2017) **24 December 2017**

*(Excerpt)*

TY ""VINTA"" exited PAR at 8:00 AM. 

At 9:30 AM, the eye of TY ""VINTA""was located based on all available data at 290 km South of Pagasa Island, Palawan (OUTSIDE PAR) with maximum sustained winds of 120 kph near the center and gustiness of up to 145 kph. It is forecast to move West at 26 kph.

**II. EFFECTS** **A. Affected Population (TAB A)**

1. A total of 70,454 families / 320,080 persons are affected in regions MIMAROPA, VII, IX, X, XI, XII, ARMM and CARAGA due to STS ""VINTA"". 

2. Of which, a total of 13,927 families / 59,851 persons are currently being served inside 213 evacuation centers (ECs) and 11,180 families / 57,727 persons outside the evacuation center. 

Source: DSWD DROMIC Report #8 on TS VINTA, 24 December 2017, 1 PM Note: The decrease in figure was due to ongoing validation of DSWD. 

**B. Casualties**

1. A total of 123 persons were reported dead (33 in Region IX, 69 in Region X, and 21 in ARMM), and 160 persons missing (159 for validation and 1 confirmed). (Ongoing validation and verification by NDRRMC MDM Cluster)",4598,"Logistics and Telecommunications"
2391704,"NDRRMC Update SitRep No.07 re Preparedness Measures and Effects of Typhoon ""Vinta"" as of 7:00 AM (25 December 2017) *(Excerpt)*

**22 December 2017**

At 1:45 AM, STS ""VINTA"" has made landfall in Csteel, Davao Oriental. 

At 5:00 AM, STS ""VINTA"" was in vicinity of Boston, Davao Oriental. 

At 7:00 AM, STS ""VINTA"" was in the vicinity of Laak, Compostela Valley with a maximum sustained winds of 90 kph near the center and gustiness of up to 155 kph and moving west at 20 kph. 

At 10:00 AM, ""VINTA"" has weakened into a Tropical Storm after crossing Davao Region

At 5:00 PM, TS ""VINTA"" further weakened into a Tropical Depression (ID) and is in the vicinity of Zamboanga del Sur area. 

At 11:00 PM, TD ""VINTA"" is about to exit the landmass of Zamboanga Peninsula.

**23 December 2017**

At 1:00 AM, TS ""VINTA"" has re-intensified into a tropical storm and was over the Sulu Sea. 

At 4:00 AM, TS ""VINTA"" has slightly intensified as it continues to track westward over the Sulu sea. TCWS No. 2 is raised over Southern Palawan while TCWS No 1 is raised over the rest of Palawan, Western section of Zamboanga del Norte, western section of Zamboanga del Sur, and Zamboanga Sibugay. Elsewhere, TCWS are lifted. 

At 8:00 AM, ""VINTA'' ccntinues to intensify as it moves towards the direction of Southern Palawan. Its maximum sustained winds is up to 80 kph near the center with gustiness of up to 95 kph. 

At 1:00 PM, the center of TS ""VINTA"" was estimated based on all available data at 245 km South Southeast of Puerto 'Princesa City, Palawan or 245 km West of Balabac, Palawan. 

At 5:00 PM, ""VINTA"" has intensified into a Severe Tropical Storm and is threatening Southern Palawan. It is expected to make landfall in Southern Palawan at night time. Its maximum sustained winds is up to 90 kph with gustiness of Lip to 115 kph It is forecasted to move West at 22 kph, TCVVS No. 2 is still hoisted over Southern Palawan. 

At 10:00 PM, STS ""VINTA"" made landfall in Balabac, Palawan. It may intensify into a Typhoon before exiting the PAR between tomorrow morning and afternoon. 

**24 December 2017**

At 5:00 AM, ""VINTA""has intensified into a Typhoon as it approaches the western boundary of PAR. It has maximum sustained winds of 120 kph near the center and gustiness of up to 145 kph, It i8 now forecasted to more West at 25 kph. 

At 8:00 AM, TY ""VINTA""has maintained its strength and is about to .exit PAR The eye of TY ""VINTA"" was located based on all available data at 300 km South Southeast of pagasa Island, Palawan. 

TY ""VINTA"" exited PAR at 8:00 AM 

At 9:30 AM, the eye of TY VINTA"" was located based on all available data at 290 km South of Pagasa Island Palawan (OUTSIDE PAR) with maximum sustained winds of 120 kph near the center and gustiness of up to 145 kph. It is forecast to move West at 26 kph. 

**EFFECTS**

**A. Affected Population (TAB A)**

1. A total of 115 568 families / 541,005 persons are affected in 998 baranggys in regions MIMAROPA, VII, IX, X, XI. XII, ARMM and CARAGA due to TY 

2. Of which, a total of 20,870 families 197,583 persons are currently being served inside 261 evacuation centers (ECs) 2nd 16 544 families / 84,794 persons outside the evacuation center. 

**B. Casualties**

1. A total of 123 persons were reported dead (33 in Region IX, 69 in Region X, and 21 in ARMM), and 160 persons missing (159 for validation and 1 confirmed).",4598,"Logistics and Telecommunications"
2391639,"Cuba: Hurricane Irma  - Emergency Appeal Operations Update no.3 (MDRCU004) This Operation Update Report No. 3 reflects the current situation in Cuba and the progress achieved in planned activities. The activities under Water and Sanitation will no longer be conducted as other actors in the country such as UNICEF and other UN agencies in coordination with the local authorities are covering these needs. The Emergency Appeal is currently being revised and these changes will be reflected. The revised Emergency Appeal will be focused in carrying out roof repairs in coordination with the local authorities.

**A. Situation Analysis**

**A.1 Description of the Disaster**

Hurricane Irma impacted Cuba from the morning of 8 September to the afternoon of Sunday 10 September with strong winds, rains and coastal flooding affecting 14 provinces in Cuba. The strong impact of Hurricane Irma caused severe damage to people's livelihoods, basic services, and infrastructure in rural and coastal communities in the Central and Western Regions of the country. Sectors such as housing, electric power generation, agriculture, communications, public health, education, culture, and sports suffered significant damage and recovery efforts are complex and costly. Local governments are increasing measures to ensure food and water supplies as well as to protect essential goods for affected populations.

Of the 1,863,589 people who were protected in the wake of Hurricane Irma, 11,689 continue to receive state support with food and other essential items, in Ciego de Avila, Camagüey, Villa Clara, Holguin, Sancti Spíritus, Havana, Las Tunas, Matanzas and Guantánamo.

On 12 October 2017, the Cuban government reported more than 18,000 affected people in northern Cuba had been assisted with essential relief items and has established selling points of home and construction materials at reduced prices.

To date, various governments and institutions have provided various types of support intended to help with the material losses suffered by people affected by Hurricane Irma. In turn, the Cuban Government has assumed the responsibility for most input deliveries and protecting the population.

**A.2 Summary of current response**

**Overview of Host National Society**

4,225 volunteers are activated, of which 2,533 are from the operations and relief groups carrying out recovery work in the affected regions in sanitation and epidemic control including 531 volunteers working in the protection centres. The Restoring Family Link (RFL) office is working with 168 volunteers at the municipal level, in the 15 provinces and the central headquarters) with 1,161 volunteers

**Overview of the Red Cross - Red Crescent Movement in the country**

The IFRC continues providing support and coordination with the Cuban Red Cross (CRC) through its Country Cluster Support Team based in Dominican Republic, and through the Regional Office for the Americas (ARO) based in Panama. The Country Cluster Support Team and the regional disaster management coordinator (also emergency shelter focal point) are giving the support to all the response actions of this operation. The sectors and needs addressed by this Emergency Appeal were identified by the CRC in coordination with the government.

The Spanish Red Cross, who has had presence in the country, deployed one staff member to support the National Society’s response efforts. In addition, on the onset of the emergency and on 9 October, two staff members from the Canadian Red Cross Society were deployed to Cuba with the aim to contribute to the response requirements of the Cuban Red Cross.

The Cuban Red Cross coordinated bilaterally with the Spanish Red Cross, through its permanent cooperation program, a shipment of new clothes and footwear for adults, and psycho-pedagogical centres including children without subsidiary protection.

**Movement Coordination**

The Regional Office for the Americas (ARO) has been sharing official information from the CRC with all Movement members. The CRC led coordination meetings at country level with the Spanish Red Cross and the Canadian Red Cross Society.

At the onset of Hurricane Irma, communication was established with Movement partners to inform of the storm’s path through the Caribbean. Similarly, the necessary information mechanisms were established through the Partnerships and Resource Development (PRD) department.",4598,"Logistics and Telecommunications"
2391604,"Under-Secretary-General for Humanitarian Affairs and Emergency Relief Coordinator Mark Lowcock – Statement on Yemen, 24 December 2017 I remain deeply concerned about the ongoing crisis in Yemen, where more than 22 million people need humanitarian assistance – 8.4 million of whom are already on the edge of starvation. Attacks on civilians and civilian infrastructure have continued and must stop. I am encouraged, however, by the news that the first commercial fuel imports into Hudaydah port since 6 November docked today, while commercial food imports that resumed in recent weeks have continued. 

Yemen imports approximately 90 per cent of its food and nearly all its fuel and medicine. The steady flow of these imports is a lifeline for millions of civilians. Commercial food imports are needed to keep food available and affordable in markets across the country. Fuel imports are essential to run generators in hospitals and health facilities, as well as to power water networks and sanitation systems, among other essential activities. Millions of people depend on these critical services. Hudaydah port is the closest port to the majority of Yemenis. 

As Yemen continues to grapple with widespread hunger, malnutrition, internal displacement, the world’s largest cholera outbreak, an alarming diphtheria outbreak and other challenges, it is essential that we work together to keep commercial food, medicine and fuel imports flowing into all ports. We must also ensure that life-saving humanitarian assistance is able to enter all ports swiftly and quickly reaches the millions of people who need it. Humanitarian aid is often shipped on commercial vessels, further underscoring the importance of keeping all ports open to humanitarian and commercial vessels. I am committed to working with all stakeholders to achieve this as a matter of urgency, and I look forward to seeing commercial imports of critical supplies stabilize at adequate levels. 

Commercial imports alone will not be enough to address the vast humanitarian crisis in Yemen or to provide a sustainable solution. I therefore reiterate my call for all parties to the conflict to provide unconditional, sustained humanitarian access – for both staff and supplies – across the country and without interference. I also call on all parties to the conflict to cease hostilities and engage meaningfully with the United Nations to achieve an inclusive, negotiated political settlement. 

New York, 24 December 2017",4598,"Logistics and Telecommunications"
2391369,"Syria: NFI Sector NFI Monthly, November 2017, Issue No. 11 [EN/AR] **KEY POINTS**

- While the anti-terrorist operation against ISIL in Deir-ez-zor continues, sector partners remain active in providing emergency relief assistance. In November, UNHCR with SARC collectively assisted around 52,000 people with core and supplementary non-food items. Among the locations served include Al Mayadin, Deir-ez-zor City, Enbeh, Lower Baqras, and Shmeitiyeh.

- For the first time in four years, humanitarian aid trucks were able to access both government and armed opposition group (AoG) held areas along Aleppo to Hama (M5) highway. It can be recalled that since 2013 this route was completely blocked restricting public transport and humanitarian aid delivery. With this new development, it is expected that humanitarian actors will utilized this highway to transport relief assistance particularly in the western countryside. As of this report, humanitarian aid trucks were reported to arrive in AoG-controlled areas in rural Aleppo and parts of Idleb as well as governmental areas in west Aleppo.

- The 2018 Humanitarian Needs Overview was finalized and published in November. Around 4.7 million people are still in need of NFI assistance of which 3.3 million are in an acute situation. The need remains substantial especially for those newly-displaced population requiring core, supplementary, and seasonal assistance.",4598,"Logistics and Telecommunications"
2391134,"Philippines: Tropical Storm Tembin (MDRPH026) DREF operation update  n° 1 **A. Situation analysis** 

**Description of the disaster** 

As Tropical Storm Tembin (local name: Vinta), aims to exits Philippine landmass, the trail of destruction it has left is emerging. Latest information indicates that Tembin has caused dozens – potentially hundreds – of fatalities, damaged thousands of houses, washed away vast amounts of livelihoods and disrupted the lives of people mainly in northern and central parts of Mindanao Island in the Philippines.  

According to the Philippine Atmospheric Geophysical and Astronomical Services Administration (PAGASA), Tropical Storm Tembin made landfall in Cateel,  Davao Oriental, on Friday 22 December 2017 afternoon packing maximum winds of 90 kilometres per hour (km/h) and gusts of up to 125 km/h. The tropical storm then continued across Mindanao, tracking over the provinces of Misamis Oriental, Misamis Occidental and Zamboanga del Norte. It weakened before re-intensifying late Saturday, 23 December, and is now threatening southern parts of Palawan. In a bulletin issued at 17:00h local time on Saturday, PAGASA indicated that Tembi was packing maximum winds of 90 km/h and gustiness of up to 115 km/h.  

According to a report issued by the Department of Social Welfare and Development’s – Fifth DROMIC Report on TS Tembin – as of 23 December 2017 morning the following had been recorded:

• 18,177 families or 72,592 persons are affected in 312 barangays in Regions MMAROPA, X, XI, and CARAGA   

• A total of 12,768 families or 50,362 persons are currently staying inside 211 evacuation centres in Regions MMAROPA, X, XI, CARAGA  

There are reports of widespread flooding as the major rivers breached their banks. There have also been several reports of flash floods and landslides. Initial reports indicate that at least 106 people have lost their lives, i.e. 47 in Zamboanga del Norte, 36 in Lanao del Norte, 18 in Lanao del Sur, and 5 in Bukidnon. Dozen are missing, with the number of fatalities likely to increase. Confirmed numbers are expected in the coming days as the public authorities verify information being received from the affected provinces.  

Government agencies and local responders – including from the Philippine Red Cross (PRC) – are currently undertaking search and rescue operations. Photos shared by rescuers on social media show rampaging, mud-brown floodwaters sweeping down a highway in Lanao del Sur province, engulfing houses and a van, and people seeking refuge on the upper floors of their homes. There are reports of widespread flooding in Cagayan de Oro, one of Mindanao's largest cities, as well as in Zamboanga City. In Davao City, hundreds of families were evacuated their homes on Friday 22 December night as a major Bankerohan river overflowed, flooding several barangays affecting some 31,000 families.  

The situation continues to evolve and more information should emerge in the coming days. What remains clear is that there is a need for a substantial humanitarian response to help meet the immediate needs of affected communities. Already, some of the affected provinces have been placed under a state of calamity, mainly to allow local government units to utilize budget allocations for immediate response.",4598,"Logistics and Telecommunications"
2390859,"Regional Coordination Food Crisis in Africa (MDR60003) Revised Emergency Plan of Action (EPoA) This revised Emergency Appeal seeks a total of CHF 2,010,476 to enable the International Federation of the Red Cross and Red Crescent Societies (IFRC) to complement and support the country-level emergency operations related to food crises in Africa, mainly those Emergency Appeals focusing on drought and food insecurity. This regional appeal will ensure that the response to the food crises in Africa is effectively managed and coordinated beyond the country level, focusing on five key objectives: 

1. Provide strategic oversight, enhanced leadership at the regional level and ensure support to operations.

2. Promote approaches which increase households and community resilience and build sustainable solutions to food insecurity.

3. Facilitate and encourage regional learning and peer-to-peer support.

4. Support the collection, consolidation and effective use of monitoring and data and information.

5. Strengthen and scale up community engagement and accountability approaches and activities.    

This Emergency Appeal has been revised considering the adjusted geographic scope and evolving humanitarian needs in the Africa continent, as well as the human resource requirements of the regional coordination team. A funding gap of CHF 857,045 remains in this revised Emergency Appeal. The strategy has been informed by a continuous analysis of the emergency and operational conditions in the countries with food crises in Africa, and may be further adjusted based on the developments in 2018. Special recognition goes to the donors who have supported this appeal with cash pledges or have funded key positions to support the response efforts across the region, including Netherlands Red Cross, Australian Red Cross, Canadian Red Cross Society, Luxembourg Red Cross, Danish Red Cross, Swedish Red Cross, Red Cross of Monaco and the Ramboll Foundation.

**A. Situation analysis** 

**Description of the disaster** 

Over the past 15 years, nearly fifty per cent of the total aid that all 49 Sub-Saharan Red Cross and Red Crescent’s National Societies have requested was targeted at off-setting famine and food insecurity (nearly 500 million Swiss francs out of 1 billion Swiss francs). Since the end of 2016, the African continent is facing an unprecedented rise of people classified as food insecure. Millions of people in Ethiopia, Kenya, Nigeria, Somalia, South Sudan and the Sahel are facing a severe food crisis and are in urgent need of humanitarian assistance. In many parts of the region, drought has further exacerbated vulnerabilities to disease outbreaks, large scale loss of livelihoods and displacement. Currently, there are 2.5 million people displaced by drought and conflict in Ethiopia, Somalia and Kenya. At no other time in recent history has severe hunger and starvation loomed so large. 

**Food Crisis in Africa - General overview** 

**Increasing food insecurity across Africa** 

In the recent years, there has been a rise in the frequency and severity of food crises in Africa. The causes to food insecurity are multiple and tend to overlap and lead to the development of complex and multi-sectoral crises. Conflicts, climatic stresses and shocks, economic shocks, spread of pests and disease, among others affect the different pillars of food security. 

Globally, an estimated 76 million people across 45 countries, mainly in Africa, are likely to require emergency food assistance in 2018. This figure is 60 percent higher than it was in 2015 and only slightly lower than the 83 million people in need during 2017. While the food security situation has improved in parts of Southern Africa due to increased agricultural outputs in 2017, this situation overshadows the impact of fall army worm on crop production. If it is considered that worst case scenario was avoided in the countries that were potentially on the brink of famine in 2017, great uncertainty remains surrounding the trends for 2018 and the Global Report on Food Crises 2017 indicates that the number of food insecure people having reached IPC level 3 and above has never been that high. 

Conlicts remain an important driver related to increased emergency food needs during 2018 including in the Central African Republic, Nigeria and the Lake Chad region, and South Sudan. The impact will be manifested by the disruption of food systems, malnutrition and adverse effect to the livelihoods of millions of people; limitation to trade and market functioning, displacement of households, and hinderance to the delivery of humanitarian assistance. In Africa limited humanitarian access is, more than in any other part of the world, a major barrier in reaching populations in need ([see map](https://www.acaps.org/sites/acaps/files/key-documents/files/acaps_humanitarian_access_overview_world_humanitarian_day_2017.pdf)). In 2017, these conditions have led several countries to be on the brink of famine.",4598,"Logistics and Telecommunications"
2390849,"Regional Coordination Food Crisis in Africa (MDR60003) Emergency Appeal Revision 1 This revised Emergency Appeal seeks a total of two million Swiss francs to enable the International Federation of the Red Cross and Red Crescent Societies (IFRC) to complement and support the country-level emergency operations related to food crises in Africa, mainly those Emergency Appeals and DREF funded operations focusing on drought and food insecurity. This regional appeal will ensure that the response to the food crises in Africa is effectively managed and coordinated beyond the country level, focusing on five key objectives:  

1. Provide strategic oversight, enhanced leadership at the regional level and ensure support to operations.     
2. Promote approaches which increase resilience and build sustainable solutions to food insecurity.  
3. Facilitate and encourage regional learning and peer-to-peer support.  
4. Support the collection, consolidation and effective use of monitoring and data and information.  
5. Strengthen and scale up community engagement and accountability approaches and activities.  
 
Details are available in the [Emergency Plan of Action](https://reliefweb.int/node/2390859/) (EPoA)  

**The disaster and the Red Cross Red Crescent response to date**  

- 2016/2017: The African continent faces an unprecedented food crisis. Below-average rainfall due to El Nino and La Nina leads to poor crop harvests and limited availability of water. Conflict and violence further reduces the coping capacities of affected populations.  

- February 2017: The United Nations formally declares famine in parts of South Sudan, and reports severe food insecurity in Nigeria and Somalia.  

- April 2017: IFRC launches the Emergency Appeal for Regional Coordination of the Food Crisis in Africa to scale up and support actions in the most affected countries.  

- December 2017: IFRC issues this revised regional Emergency Appeal with an updated strategy, based on a continuous analysis of the evolving emergency and humanitarian needs in the African continent.  

**Summary:**   

This Emergency Appeal has been revised from CHF 3,877,335 to CHF 2,010,476 considering the adjusted geographic scope and evolving humanitarian needs in Africa, as well as the human resource requirements of the regional coordination team. A funding gap of CHF 857,045 remains in this revised Emergency Appeal. The strategy has been informed by a continuous analysis of the emergency and operational conditions in the countries with food crises in Africa, and may be further adjusted based on the developments in 2018. Special recognition goes to the donors who have supported this appeal with cash pledges or have funded key positions to support the response efforts across the region, including Netherlands Red Cross, Australian Red Cross, Canadian Red Cross Society, Luxembourg Red Cross, Danish Red Cross, Swedish Red Cross, Red Cross of Monaco and the Ramboll Foundation.",4598,"Logistics and Telecommunications"
2390769,"Daily Press Briefing by the Office of the Spokesperson for the Secretary-General (22 December 2017) - Yemen *excerpt*  

**Yemen**

On Yemen, our humanitarian colleagues tell us that, since 6 November, there have been 16 humanitarian vessel movements, including two vessels that transported Somali migrants out of Yemen, and 36 Humanitarian Air Service flights.  The UN also delivered 240,000 metric tons of humanitarian assistance into Yemen, including 18,000 metric tons delivered on airplanes.  Separately, commercial food is entering Yemen.  The Coalition has cleared fuel tankers to come in, but commercial fuel tankers have yet to make it into Hudaydah port.",4598,"Logistics and Telecommunications"
2390304,"Nigeria: Humanitarian Dashboard (January - November 2017) **Situation Overview**

The crisis in Nigeria’s north-east is one of the most severe in the world, with 8.5 million people in need of humanitarian assistance in 2017 in the worst-affected states of Borno, Adamawa and Yobe, out of whom 6.9 million are targeted for assistance. Now in its ninth year, the crisis shows no sign of abating. Insecurity continues to pose major challenges in delivering assistance, especially with the dry season enabling an intensification of hostilities between the Nigerian armed forces and non-state armed groups. Additionally, about 926,000 people remain completely inaccessible to humanitarian organisations. As the year draws to a close, the various sectors of the response are carrying out assessments to refine the planning of programmes for 2018, and carrying out various lessons-learnt exercises to improve the quality of the response moving forward.",4598,"Logistics and Telecommunications"
