"nid","post","field_language_tid","language_name"
2383734,"“Agradezco a los mocoanos la manera inteligente como han entendido su reconstrucción participativa”: Mindefensa *Mocoa (Putumayo), 18 de diciembre de 2017.*

*El ministro de Defensa y gerente para la reconstrucción de Mocoa, Luis Carlos Villegas, entregó 2,8 kilómetros de vía construidos por los Ingenieros Militares del Ejército Nacional, en el barrio Olímpico en la capital de Putumayo*

Luego de visitar la casa modelo del proyecto que beneficiará a más de 1.200 familias y tras su intervención en la entrega de estas obras, el Ministro Villegas dijo que “llevamos nueve meses desde la tragedia y  ya se ven las obras”.

“Vengo de visitar las casas que se van a entregar, más el colegio, el acueducto, el hospital, la biblioteca, el centro lúdico, la casa de víctimas, la casa de paz; en fin, hay obras públicas por todos lados”.

Con respecto a las comunicaciones, el Ministro informó que “este municipio va tener cuatro zonas WiFi que ya están funcionando y dos más que vienen para los barrios periféricos. Tenemos TDT, vienen los decodificadores, se entregaron 4.500 tablets para los estudiantes, 200 becas de tecnología para la información y las comunicaciones, además de cupos adicionales en el programa ‘Ser Pilo Paga’ y está en proceso la certificación del Instituto Tecnológico del Putumayo”.

Al referirse a las vías, el jefe de la cartera de Defensa afirmó que “obras como esta las vamos a ver en miles de metros por todo Mocoa. El Banco Interamericano de Desarrollo (BID) ya nos aprobó el crédito para el alcantarillado. Mocoa va a quedar con un tratamiento sanitario de las mejores calidades mundiales. Ese proceso tomará tres años -2018, 2019 y 2020- y dejará a Mocoa en el estado del arte en saneamiento ambiental”.

“Me falta la última gran decisión que son las obras de mitigación en las cuencas altas y medias, para tratar de que si la naturaleza decide otra vez desencadenar su ira, la podamos enfrentar de la mejor manera posible: con alertas tempranas y con obras de mitigación. Con el diseño ya arrancaron y espero que en los primeros meses del 2018 podamos estar ya dándoles luz verde a esas obras de mitigación”.

Con notoria emoción, el Ministro Villegas ratificó que “me lleno de ilusión al ver que Mocoa va a ser una ciudad moderna, limpia, con unas obras sólidas y de calidad”.

Finalmente, brindó su saludo de Navidad a los mocoanos: “Feliz Navidad a los mocoanos, a los putumayenses, a todos los compañeros servidores públicos que han estado en estos nueve meses entregando su vida y su conocimiento porque esta reconstrucción salga bien. A mis compañeros de la Fuerza Pública infinito agradecimiento por haber estado aquí el día de la emergencia y por haberse quedado acompañando a los mocoanos a construir una mejor ciudad”.",269,"Spanish"
2383674,"Colombia: Chocó - Cauca - Nariño - Valle del Cauca - Estrategia de Respuesta Humanitaria Pacífico, Junio 2017 – Noviembre 2017 **RESUMEN**

La Región del Pacífico comprende los departamentos del Chocó, Valle del Cauca, Cauca, Nariño Históricamente la población de la región ha sufrido doble afectación por conflicto y desastres de origen natural, lo que incrementa su condición de riesgo y vulnerabilidad. En 2016, la confrontación entre grupos armados no estatales y la Fuerza Pública, así como el accionar de los grupos armados posdesmovilización (GAPD) derivó en graves consecuencias humanitarias entre las que se destacan los desplazamientos forzados, restricciones a la movilidad y al acceso a servicios básicos, amenazas, homicidios, reclutamiento, violencia sexual, entre otros. Las poblaciones indígenas y afrodescendientes, entre ellas mujeres, niños y niñas, siguen siendo las más afectadas por estos hechos.  
Este escenario se ha mantenido en lo los primeros tres meses del año 2017, con alrededor de 20 emergencias en los departamentos focalizados.  
Las autoridades locales y nacionales, los respectivos Equipos Locales de Coordinación (ELC) y diversas agencias y organizaciones internacionales, asi como el Comité Interinstitucional Humanitario de Buenaventura, han respondido a estas emergencias, pero las afectaciones a las poblaciones ya han desbordado la capacidad de respuesta. Por ello, desde el Equipo Humanitario País (EHP), el Grupo Intercluster (GiC) y el Coordinador Residente y Humanitario, se dio la iniciativa de construir una Estrategia de Respuesta para la zona del Pacífico, como una hoja de ruta para la visibilización y búsqueda de soluciones humanitarias.

**Prioridades humanitarias**

Los Equipos Locales de Coordinación de los 4 departamentos de la costa pacífica han identificado múltiples necesidades en la población afectada por las emergencias, y han resaltado la importancia de la incidencia de alto nivel en búsqueda del fortalecimiento institucional en prevención y una mejor preparación para la atención y respuesta a los desafíos humanitarios que enfrentan. En este contexto, se han identificado prioridades en los sectores de Salud, Protección, Seguridad Alimentaria y Nutrición, Agua,  
Saneamiento Básico e Higiene, Albergue, Educación en Emergencia y Recuperación Temprana. Se considera un enfoque poblacional prioritario en mujeres, niños, niñas y población indígena y afro, siendo quiénes han sufrido mayor afectación y se encuentran en mayor vulnerabilidad frente a riesgos de protección y afectaciones varias.",269,"Spanish"
2383669,"Prevención y riesgos en el contexto de la nueva agenda urbana Hábitat III Gracias a la invitación del Consejo Ciudadano Sectorial de Desarrollo Urbano, Hábitat y Vivienda – MIDUVI Pichincha, un técnico del Instituto Geofísico estuvo presente en el evento ""PREVENCIÓN Y RIESGOS EN EL CONTEXTO DE LA NUEVA AGENDA URBANA HABITAT III"", realizado el día 16 de diciembre de 2017 en Tabacundo en el coliseo Los Chasquis.

El técnico del IGEPN trató los temas:

- Introducción a la vulcanología

- ¿Dónde y cómo se forma el magma?

- ¿Qué es un volcán?

- Volcanes en el Ecuador

- Fenómenos volcánicos asociados al Volcán Cayambe

- Mapas de Amenazas Volcán Cayambe

- Prevención ante las caídas de ceniza.

Al finalizar la presentación se respondieron las dudas del público que asistió al evento.

El objetivo del IGEPN es informar a la población sobre temas relacionados a los volcanes en el Ecuador, así compartiendo el conocimiento de primera mano y de fuentes oficiales para poder crear una sociedad educada y resiliente.

PE

Instituto Geofísico

Escuela Politécnica Nacional",269,"Spanish"
2383634,"Día Internacional del Migrante: por un 2018 de migraciones seguras para los niños *En 2016 un total de 40,114 niñas, niños y adolescentes migrantes fueron detenidos en México.*

**NUEVA YORK, 18 DE DICIEMBRE 2017 -** 2018 podría ser un año histórico para las niñas, niños y adolescentes migrantes si los países establecen acuerdos y buenas prácticas para garantizar su seguridad y bienestar.

En el marco del Día Internacional del Migrante, que se conmemora cada año el 18 de diciembre, UNICEF recuerda que unos 50 millones de niños y niñas se encuentran actualmente en tránsito en todo el mundo.

“Para muchos niños, la migración es segura y regular, y esto les permite a ellos, sus familias y sus comunidades crecer y transformarse”, explica el Director de Programas de UNICEF, Ted Chaiban. “Pero hay otra realidad, la que viven millones de niños para los cuales la migración, que ellos no han elegido, es muy peligrosa”.

Aproximadamente 28 millones de niños, niñas y adolescentes se han visto forzados a abandonar sus hogares debido a conflictos e inseguridad. En muchos casos, niños y familias no cuentan con rutas migratorias lo suficientemente seguras y estables y, por lo tanto, no tienen más opción que recurrir a traficantes, redes de trata y rutas informales que ponen sus vidas y su seguridad en riesgo.
Un ejemplo claro de esta situación es la peligrosa ruta del Mediterráneo Central, que abarca el trayecto entre Libia e Italia. Sólo este año, cerca de 15,000 niños no acompañados han llegado a Italia por mar, en un viaje normalmente facilitado por traficantes. UNICEF estima que más de 400 niños han muerto desde principios del 2017 tratando de hacer este viaje, mientras que miles han sufrido abuso, explotación, esclavitud y detenciones mientras atravesaban Libia.

En México, de acuerdo a la Unidad de Política Migratoria de la Secretaría de Gobernación, en 2016 un total de 40,114 niñas, niños y adolescentes migrantes fueron detenidos. De este total, 38,555 niñas, niños y adolescentes migrantes fueron deportados a sus países de origen, entre ellos 17,318 niñas, niños y adolescentes migrantes no acompañados.

El próximo año tendrán lugar las negociaciones y la adopción del Pacto Mundial sobre las Migraciones, un acuerdo histórico sin precedentes que cubrirá todas las dimensiones de la migración internacional. Este es momento para que todos los países establezcan un acuerdo con acciones concretas para apoyar a las niñas y a los niños migrantes, en línea con la Declaración de Nueva York sobre Refugiados y Migrantes, y con la Convención sobre los Derechos del Niño.

En medio de las actuales negociaciones sobre la esencia del pacto, UNICEF ha hecho un llamado a los Estados Miembros para que en el texto final contemplen los derechos, la protección y el bienestar de los niños migrantes y refugiados como compromisos centrales.

“La migración, especialmente para los niños y las niñas, no tiene por qué ser peligrosa”, asegura Chaiban. “Las políticas, prácticas y actitudes que ponen a los niños en riesgo pueden y deben cambiar. 2018 es el momento para hacerlo. El Pacto Mundial sobre las Migraciones es una oportunidad”.

Muchos gobiernos locales, regionales y nacionales de todo el mundo ya han tomado medidas concretas para garantizar la protección de la niñez migrante. Algunas de estas buenas prácticas, integradas en el informe de UNICEF Más allá de las fronteras, incluyen:

- Invertir en el fortalecimiento de los sistemas nacionales de protección de la infancia de modo que sean incluyentes para proteger a los niños migrantes frente al abuso, la explotación y la violencia.

- Invertir en las capacidades de recepción y cuidado de niñas y niños migrantes, y promover las alternativas a la detención basadas en la comunidad, contando con responsables frente a las autoridades migratorias y pagando las cuotas administrativas correspondientes.

- Eliminar los obstáculos en la práctica que detienen o retrasan la reunificación familiar o que hacen que esta reunificación esté fuera del alcance de muchos niños debido a las definiciones limitadas del concepto de familia o por la falta de recursos financieros.

- Garantizar que en los retornos se preste atención a las necesidades individuales -el niño y su interés superior, la madre, el padre- y que se diseñen medidas de reintegración que aborden sus necesidades y beneficien de forma estructural a sus comunidades de origen.

- Abrir centros educativos y de salud para niños migrantes y permitir que exista una separación clara entre los roles de las autoridades migratorias y los servicios públicos básicos, para garantizar que todos los niños están escolarizados y sanos y que tengan el acceso a la justicia y a una vivienda digna sin miedo de ser identificados, detenidos o expulsados.

- Mejorar las condiciones de transferencias de remesas, para que más niños puedan ir a la escuela o al médico.

**Nota para los editores:**

UNICEF pide a los gobiernos que adopten el plan de seis puntos para proteger a las niñas y a los niños refugiados y migrantes, y garantizar su bienestar:

1. Proteger contra la explotación y la violencia a los niños refugiados y migrantes, en particular a los no acompañados.

2. Terminar con las detenciones de los niños migrantes o que solicitan el estatus de refugiado, implantando una serie de alternativas adecuadas.

3. Mantener a las familias unidas como la mejor forma de proteger a los niños y dotarles de un estatus legal.

4. Garantizar educación para todos los niños refugiados y migrantes, y darles acceso a servicios de calidad, entre ellos sanitarios.

5. Exigir que se actúe sobre las causas subyacentes de los grandes desplazamientos de refugiados y migrantes.

6. Promover medidas para luchar contra la xenofobia, la discriminación y la marginación en los países de tránsito y destino.

**Sobre UNICEF en México**

*Desde hace 70 años, en UNICEF promovemos los derechos y el bienestar de todos los niños, niñas y adolescentes en todo lo que hacemos. Junto a nuestros aliados, trabajamos en 190 países y territorios para transformar este compromiso en acciones prácticas que beneficien a todos los niños, niñas y adolescentes, centrando especialmente nuestros esfuerzos en llegar a los más vulnerables y excluidos, en todo el mundo. En México, UNICEF tiene 61 años, promoviendo y protegiendo los derechos de la infancia. Conjuntamente con el gobierno y la sociedad civil, busca establecer las condiciones necesarias para superar la pobreza, la desigualdad y la discriminación. Las actividades que apoya UNICEF en México se financian en su mayoría a través de contribuciones y donaciones voluntarias de individuos y de empresas.*

Para mayor información sobre UNICEF y su labor, visite: www.unicef.org.mx

Para obtener más información contactar al Área de comunicación de UNICEF

México:comunicacion.mexico@unicef.org o llamar al: 5284 95 48 ó 30

Para contribuir al trabajo de UNICEF: http://www.donaunicef.org.mx

Por teléfono: 01 800 841 88 88

Para más información o para concertar entrevistas, favor de contactar a Rocío Núñez (+52155) 1647 9788 rnunez@unicef.org.",269,"Spanish"
2383629,"Plan de Acción Conjunto de las Estrategias Interagenciales de Género y Protección 2018 Con el fin de asegurar la puesta en práctica de las Estrategias de Protección y de Género y monitorear los  indicadores de progreso, el EHP ha validado un Plan de acción conjunto para la Estrategia de Género y la de Protección. Este presenta tres objetivos que  incluyen una serie de resultados e indicadores que pueden ser monitoreados y medidos. Se creará Task Force interagencial compuesto idealmente por dos agencias de Naciones Unidas, dos ONGs y dos donantes, que tendrá como responsabilidad monitorear la implementación del Plan de Acción Conjunto, y por lo tanto, reportar trimestralmente.",269,"Spanish"
2383554,"Temperaturas inferiores a -5 grados Celsius se prevén en las montañas de Sonora, Chihuahua y Durango **Rachas de viento superiores a 50 km/h se pronostican para Chihuahua y Coahuila.**

Hoy prevalecerá el ambiente muy frío con temperaturas inferiores a -5 grados Celsius en las montañas de Sonora, Chihuahua y Durango; de -5 a 0 grados Celsius en las regiones serranas de Baja California, Coahuila, Zacatecas, Hidalgo, Veracruz, Puebla, Tlaxcala y Estado de México, y de 0 a 5 grados Celsius en las zonas altas de Nuevo León, San Luis Potosí, Aguascalientes, Jalisco, Michoacán, Guanajuato y Querétaro, informó el Servicio Meteorológico Nacional (SMN) @conagua_clima, dependiente de la Comisión Nacional del Agua (Conagua) @conagua_mx.

Asimismo, se pronostican lluvias con intervalos de chubascos en Coahuila, Nuevo León, Tamaulipas, Veracruz, Oaxaca, Chiapas y Tabasco; lluvias dispersas en Chihuahua, San Luis Potosí, Querétaro, Hidalgo, Puebla, Campeche, Yucatán y Quintana Roo, así como vientos con rachas superiores a 50 kilómetros por hora (km/h) en Chihuahua y Coahuila

Las condiciones mencionadas serán generadas por los remanentes del Frente Frío Número 17 y el flujo de humedad proveniente del Océano Pacífico hacia el noroeste y el norte de México.

Ante las condiciones meteorológicas de invierno, se recomienda a la población tomar precauciones debido a que los bancos de niebla y neblina podrían reducir la visibilidad e influir en el tránsito de vehículos, usar adecuadamente las luces del automóvil y respetar los señalamientos de tránsito en las zonas donde se presenten estos fenómenos, y se le exhorta a vestir ropa abrigadora, mantenerse hidratados y brindar especial atención a niños, personas enfermas y de la tercera edad.",269,"Spanish"
2383534,"Lluvia inunda calles de Trinidad Trinidad, 18 dic (ABI).- La intensa lluvia que comenzó durante la madrugada y se prolongó pasado el mediodía inundó el centro y barrios de la ciudad de Trinidad, informó el lunes el jefe de la Unidad de Gestión de Riesgo de la Alcaldía, Arnold Barba.

""Ha sido una lluvia extraordinaria, desde temprano revisamos las estaciones de bombeo que expulsan el agua fuera de la circunvalación"", dijo a los periodistas.

Afirmó que la estación central de bombeo, que depende de la Gobernación y las tres de la Alcaldía están funcionando para que el agua baje de nivel.

""Debido a la intensidad de la lluvia el arroyo San Juan que atraviesa la ciudad a lo largo de 3,5 kilómetros colapsó en algunas partes"", precisó.

Personal y maquinaria de la municipalidad limpia canales de drenaje, en lugares estratégicos, ya que el agua inundó calles y viviendas, constató un periodista de ABI.
esch/kpb/                     ABI

ABI. Copyright 1998 - 2017.",269,"Spanish"
2383474,"Declara la Secretaría de Gobernación Emergencia para tres municipios del estado de Veracruz de Ignacio de la Llave **La Coordinación Nacional de Protección Civil emitió una Declaratoria de Emergencia para los municipios del estado de Veracruz de Ignacio de la Llave, por la presencia de helada severa, ocurrida del 09 al 13 de diciembre de 2017.**

La Coordinación Nacional de Protección Civil de la Secretaría de Gobernación emitió hoy una Declaratoria de Emergencia para los municipios de Acajete, Tlacolulan y Perote del estado de Veracruz de Ignacio de la Llave, por la presencia de helada severa, ocurrida del 09 al 13 de diciembre de 2017.  

Con esta acción se activan los recursos del Fondo para la Atención de Emergencias (FONDEN).

A partir de esta Declaratoria, solicitada por el gobierno estatal, las autoridades contarán con recursos para atender las necesidades alimenticias, de abrigo y de salud de la población afectada.

*Boletín No.410/17*",269,"Spanish"
2383369,"Presidenta visitó localidad de Villa Santa Lucía y se reunió con familias afectadas por aluvión **La Mandataria participó de reunión del COE, visitó la Posta de la Santa Lucia y el albergue de La Junta que acoge a 66 personas afectadas por el deslizamiento de tierra del pasado sábado.**

Esta tarde la Jefa de Estado, Michelle Bachelet, llegó hasta localidad de Villa Santa Lucía, comuna de Chaitén, para visitar y apoyar a las familias afectadas por el aluvión del pasado sábado.

Durante su visita, donde fue acompañada por el ministro de Obras Públicas, Alberto Undurraga, la máxima autoridad del país sostuvo una reunión del Comité Opertaivo de Emergencia (COE), visitó la Posta Rural de Villa Santa Lucía y realizó un sobre vuelo por la zona afectada por la catástrofe.

Además, visitó la localidad de La Junta, en la Región de Aysén, donde conversó con voluntarios que están trabajando en el albergue habilitado que actualmente acoge a 66 personas.

“Hemos tenido una reunión donde he recibido toda la información de parte, por un lado, de la ONEMI Regional, la cantidad de fuerzas humanas, de recursos materiales. También, cada rama ha informado la cantidad de aeronaves existentes en la zona trabajando en distintas tareas”, señaló la Mandataria ante los medios de comunicación.

La Jefa de Estado explicó que la primera prioridad del Gobierno es ayudar a las familias damnificadas.

“Frente a una catástrofe de esta naturaleza, lo primero son las personas: por un lado, proteger a las personas que lograron sobrevivir a esta tragedia, por otro lado, rescatar a los desaparecidos, rescatar a los fallecidos, buscando su identificación y luego de ser identificados responsablemente e informar a la familia, para evitar errores que pueden ser tremendos del punto de vista humano”, señaló.

Asimismo, destacó el apoyo y trabajo de las diversas autoridades en el control de la catástrofe.

“Aquí ha habido 4 comunas que han estado permanentemente apoyándonos, que son las de Puerto Cisne, que vino de inmediato; por supuesto Chaitén, pero que está en dificultad por esto de accesibilidad; Palena; y hoy día también el alcalde de Futaleufú con equipos especializados, más la gente de las instituciones públicas”, afirmó.

En cuanto a las personas damnificadas, la Presidenta Bachelet explicó que “hay familias que fueron afectadas completamente, además de sus viviendas; hay familias que han tenido personas que han sobrevivido; y hay familias que sus viviendas no tienen ningún tipo de aflicción sino que más bien es el temor a poder tener un aluvión que los pueda afectar, es el que los ha hecho buscar lugares más seguros fuera del radio de riesgo, un lugar donde estar”.

En esta línea, afirmó que el Gobierno tiene una serie de instrumentos para ir en ayuda de los damnificados, y que como primer objetivo será recopilar toda la información sobre las necesidades de cada familia.

“La alcaldesa está levantando la encuesta FIBE, con la cual se recopila la información sobre todos los daños que cada familia tiene para poder identificar cuáles son los instrumentos (..) Para buscar estos apoyos de la manera más rápida posible, a través de acceso a emprendedores con apoyo al emprendimiento, en el caso de la perdida de todo hay bonos de enseres”, señaló.",269,"Spanish"
2383344,"Autoridades establecen zona de exclusión y mantiene evacuación preventiva de Villa Santa Lucía **19/12/2017 | 21:50 | Los Lagos**

- *La medida, tiene por objetivo resguardar la seguridad de los habitantes de la zona afectada y de los equipos que trabajan en búsqueda y rescate.*

- *Para los próximos días se esperan nuevas precipitaciones, por lo que las autoridades determinaron mantener la evacuación de la localidad.*

Esta tarde, las autoridades se reunieron en una nueva mesa técnica encabezada por el Subsecretario del Interior, Mahmud Aleuy, para reforzar los cursos de acción y tareas que se están desarrollando en Villa Santa Lucía, tras el aluvión que afectó a la zona el sábado pasado.

Durante la reunión, y en base a información técnica, se determinó fijar como zona de exclusión la Villa Santa Lucía,  con el objetivo de facilitar las labores de búsqueda y rescate de los equipos especializados presentes en la zona. Esta zona además permitirá mantener segura a la población -albergada en La Junta- debido al pronóstico de lluvias de hasta 40mm durante la madrugada del miércoles y 44mm en la tarde del jueves.

De acuerdo a la información de Sernageomin, de mantenerse el pronóstico, se podrían registrar remociones en masa en sectores de la Villa Santa Lucía.

La evacuación de la población se mantendrá hasta que las autoridades determinen un cambio en las condiciones del lugar.

Respecto a la afectación a personas, se informa de 12 personas fallecidas y 10 personas desaparecidas.

A partir de la información proporcionada por el Ministerio Público, los nombres de las personas fallecidas son:

Sergio Iván Wolnitzky Rodríguez (64 años)

Guillermo Rolando Cerda (18 años)

Elsa Pineda Retamal (63 años)

Claudia Marcela Ojeda Mayorga (41 años)

René Pineda Casanova (85 años)

Carlos Nolberto Cisterna Silva (64 años)

Joseline Karina Igor Lemus (20 años)

Maite Sofía Barría Pineda (1 año)

Mónica Edith Pineda Retamal (45 años)

Luis Jaime Pineda Retamal (55 años)

Paloma Amparo Barría Pineda (5 años)

Carolina Alejandra Huenchuñir Molina (25 años)

**Visita de la Presidenta Bachelet**

Esta tarde la Presidenta Michelle Bachelet llegó hasta localidad de Villa Santa Lucía, para visitar y apoyar a las familias afectadas.  También visitó la localidad de La Junta, en la Región de Aysén, donde conversó con voluntarios que están trabajando en el albergue habilitado que actualmente acoge a 66 personas.

La mandataria estuvo acompañada por el ministro de Obras Públicas, Alberto Undurraga, el intendente Leonardo de la Prida y el Director Nacional de ONEMI, Ricardo Toro, quien se encuentra en la zona efectuando las labores de coordinación, con los organismos pertenecientes al Sistema Regional de Protección Civil.",269,"Spanish"
2382134,"Primeras lluvias aplacan intensa sequía en municipio de Huacareta Sucre, 16 dic (ABI).- El alcalde de Huacareta, Daniel López, informó el sábado que las primeras lluvias que cayeron aplacaron ""en algo"" la sequía que afecta a la producción agrícola en los cuatro distritos de ese municipio.

""La anterior semana se produjo una lluvia, esperamos que esto sea constante, especialmente para los agricultores, porque están perjudicados en la siembra, porque está en riesgo la producción de maíz y ají en Huacareta"", señaló a la ABI.

López dijo que a causa de la sequía 300 cabezas de ganado murieron por falta de líquido y forraje en los distritos de Rosario del Ingre, Añimbo, Huacareta y Ñacamiri.

""Alrededor de 350 familias están afectadas por la sequía, es el reporte que presentamos a la Dirección de Prevención y Atención de Riesgos de la Gobernación de Chuquisaca"", acotó.

Huacareta está ubicada a 394 kilómetros de Sucre, cuenta con cuatro cantones y 35 comunidades. jmv/ma  ABI

    ABI. Copyright 1998 - 2017.",269,"Spanish"
2382124,"Migrantes con amputaciones se rehabilitan en México para volver a caminar Yeyson y Noel son de Honduras. Circunstancias, momentos y motivos diferentes hicieron que dejaran su país para emprender la ruta migratoria. Ambos sufrieron accidentes en el camino que les provocaron amputaciones. En Tapachula, Chiapas, tomaron una rehabilitación para adaptarse a las prótesis que han hecho que puedan caminar de nuevo.

Una de las primeras imágenes que llegan a la mente cuando se habla de la ruta migratoria en México es el tren, pues se trata de uno los principales medios de transporte que usan las personas migrantes para llegar a su destino. Sin embargo, representa a la vez uno de los peligros más grandes de la ruta. Yeyson y Noel son parte del alarmante número de personas que ha sufrido accidentes relacionados con el tren en algún punto del trayecto.

Yeyson perdió las dos piernas al resbalarse con unas piedras cuando intentaba subir al tren en Huehuetoca, Estado de México. Mientras que Noel perdió una en un choque cerca de Tula, Hidalgo.

Ambos fueron auxiliados por la Cruz Roja Mexicana, y ahora están juntos en el centro de rehabilitación física del Sistema Nacional para el Desarrollo Integral de la Familia (DIF) de México en Tapachula, con el apoyo técnico y financiero del Comité Internacional de la Cruz Roja (CICR), para recuperar la fuerza en los músculos y adaptarse a sus extremidades artificiales.

El CICR trabaja con personas migrantes amputadas a través del programa de rehabilitación física. Éste opera en México, El Salvador, Guatemala y Honduras. En general, consiste en coordinar y capacitar al personal médico para la rehabilitación de las personas, además de la entrega y mantenimiento de prótesis y órtesis.

En Guatemala, Honduras y El Salvador, el programa atiende a personas migrantes retornadas, mientras que en México considera a migrantes en tránsito, que se quedan en el país para recibir rehabilitación física y acceso a prótesis, como en los casos de Yeyson y Noel.

Las personas migrantes son valoradas por un médico y, al estar en condiciones de hacerlo, siguen el proceso para aprender a usar sus prótesis en centros de rehabilitación física, identificados en cada uno de los países en los que el programa está en marcha.

En México, el centro está en Tapachula, Chiapas. Mismo lugar del taller Ortimex, fabricante de las prótesis con tecnología desarrollada por el CICR. Éstas están hechas con un material a base de polipropileno, que hace que sean resistentes, duraderas y económicas.

Al término de su rehabilitación, Yeyson y Noel podrán volver a caminar sin el apoyo de silla de ruedas o muletas, y eso es lo que más los ilusiona. Ambos se esfuerzan todos los días para fortalecerse y moverse de forma completamente independiente, como antes de sus accidentes.",269,"Spanish"
2382119,"Ganaderos evaluarán impacto de las lluvias para elaborar planes de contingencia en Beni Trinidad, 18 dic (ABI).- El gerente de la Federación de Ganaderos de Beni y Pando, Carmelo Arteaga, informó que el miércoles ese sector se reunirá con autoridades del Servicio Nacional de Sanidad Agropecuaria e Inocuidad Alimentaria (Senasag) para evaluar el impacto de las precipitaciones pluviales que se registran en esa región el país, para elaborar planes de contingencia ante posibles inundaciones.

""Vamos a hacer una evaluación del estado actual de las precipitaciones pluviales y a la vez una proyección sobre lo que pueda suceder en este tiempo de agua"", dijo a los periodistas.

Aseguró que el sector ganadero tiene problemas por inundaciones en las provincias Moxos, Marbán y Cercado, lo que amerita evaluar esa problemática.

""En esa reunión se espera conocer datos comparativos de los niveles de lluvia registrados años anteriores, para tomar las previsiones del caso"", explicó.

El Centro de Operaciones de Emergencia departamental del Beni procura la declaratoria de alerta naranja por las intensas lluvias que se registran en esa región del país. esch/kpb/                 ABI

ABI. Copyright 1998 - 2017.",269,"Spanish"
2382114,"Este lunes inició en Bogotá Encuentro Nacional de Sujetos de Reparación Colectiva **La actividad, que culmina mañana martes, busca promover y fortalecer la participación de más de 50 sujetos colectivos de todo el país.**

**BOGOTÁ, D.C.**

Este lunes comenzó en Bogotá el Encuentro Nacional de Sujetos de Reparación Colectiva que busca fortalecer las capacidades ciudadanas y políticas, la participación y la incidencia de las víctimas en escenarios de diálogo mediante el intercambio de saberes sobre la experiencia histórica, informó la entidad.

La jornada de trabajo se desarrollará por dos días y en ella participarán más de 80 líderes de todo el territorio colombiano que buscan un escenario de encuentro, diálogo y retroalimentación entre los sujetos de reparación colectiva partícipes, con el fin de realizar un intercambio de experiencias y saberes.

“Este encuentro nos permite conocer los diferentes casos y situaciones que en cada territorio se han vivido; poder informarnos y tener pleno conocimiento para compartirlo con nuestras comunidades. El objetivo es capacitarnos”, expresó Miguel Taquinás, proveniente de Corinto, en el departamento de Cauca.

La agenda del encuentro comprende dinámicas de cuidado y apoyo colectivo; intercambios de saberes y talleres alrededor de tres temas centrales: liderazgo, capacidades políticas y participación territorial.

Al finalizar la fase inicial de intercambio de saberes, y con la culminación de los talleres, se realizará un panel sobre lo trabajado de manera grupal. La pregunta que orientará el diálogo será: “¿Cómo la reparación colectiva puede potenciar el liderazgo, el fortalecimiento de las capacidades políticas y la participación territorial?”

Abigael Luligo, del pueblo indígena Totoroez, del Resguardo de Totoró, Cauca, sostiene que la importancia del encuentro radica en el intercambio de conocimientos para poder llevarlos a la comunidad y aprender de cada uno de los participantes y compartir los saberes y las diferentes ideas de trabajo.",269,"Spanish"
